image,query,label,human_or_machine
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/82e85b1c-07d1-4c44-8f9c-3cc21007efe6250801_135826.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=EPh6MnzDR%2Bg%2F%2Fuqpu0T%2BcXpmIZs%3D,What was the favourable rating of the Supreme Court in 15?,"[""50""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/76acbcfd-0302-419e-bbc8-50edb279c272250801_135826.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=LqV0ox3OiQrGT%2F1e%2BLYvmUJn7gw%3D,What is the difference between the favorable and unfavorable rating of the Supreme Court in 85?,"[""36""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/fd4f8484-9bf0-4fbb-a8d6-274f175222fa250801_135826.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=u0QoOo%2B1PQQ7EBT6dvOxS2ZZQEo%3D,What % says that the ideology of the Supreme Court is conservative in 15?,"[""28""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/61a9f4ec-a806-45cc-8d5a-2c1b9f42fb07250801_135827.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=LvB%2FPUUS50ys8yM5bA6tjx8BCNk%3D,What is the sum of the % who say that the ideology of the Supreme Court is Liberal or Conservative in 07?,"[""50""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/527a452f-f7ff-4487-937a-7ccd0c8bc349250801_135827.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=UAF2Dfa8S4powiDK95t9zePaHL8%3D,What's the value of Favorable graph in Mar 15?,"[""34""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6f166b37-c63f-4496-827b-41e4b3289552250801_135827.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=yM4pWdjbh3I3m1pvGSBIMaxXfJc%3D,Is the total of all the Unfavorable graph values below 35 greater than highest value of Favorable graph?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f1969527-f9cf-414e-9f28-b78fb8071501250801_135827.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=Ej8swIGdgfVX4gd%2BtGjiAvf9Kqk%3D,Is the value of Favorable graph 36 in 2013?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/7a9bebc1-c58f-4b86-a272-2ae0324c3c39250801_135828.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=IK8guf%2BASQsmZ7LOxTNbUI15E%2Bc%3D,How many values of green graph are equal to 34?,"[""2""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ae2718ed-003d-4052-a13a-f43ae0c455c7250801_135828.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=owL7c4iq%2FEVTnIrZ7AJGdXeOQHk%3D,What's the highest value of green graph?,"[""61""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/bb2fa603-3db3-4b6e-be7b-7bc3e3a2f6e4250801_135829.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=88eCY%2BEQ8mAUCYo7EA4PRmA0h7U%3D,Is the median of orange graph from 2002 to 2006 smaller than highest value of green graph?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/359eda05-5687-418b-b65c-06df450b258d250801_135829.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=jMNLctlLBjmL4slFLaL01520A4Y%3D,"What's the value of ""Not too much"" segment?","[""10""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ac0d7ebf-94ec-4469-9bd7-21dd73a4c29d250801_135829.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=KcXOBM7SKthKhp0MY0RwS12ru4I%3D,"What's the ratio of two smallest segment (A:B, A<B)?","[""0.045138889""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/bbcadf81-ac62-4e72-99d4-7aabf7228aa0250801_135829.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=zVOX00Xt0PunMUbs3j2oe35IALY%3D,What's the color of largest segment?,"[""Orange""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/d54a0ce6-40bf-406a-b34c-2c9856087011250801_135829.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=QW%2BdoiHl3n1g8PVRwDGweaPJ1WI%3D,Is the difference between two largest segment greater than smallest segment?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/fa82332a-16af-42a6-9da5-3cd41c632c66250801_135830.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=2k%2BiZpp8RwYInOKEFl6o8DzK2mI%3D,What's the color of line whose value always lies between other two?,"[""Orange""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/8af7bdba-c77b-4149-b9ad-81255938f156250801_135831.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=cNy1p9skGD5podg3Gwy5LNlIbvk%3D,Is the average of 2007 data points greater than average of 2014 data points?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/27e997d4-7096-426f-825d-81039034ca96250801_135831.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=uhS%2FfgerTNkGDC%2FASF3OAQSMiJE%3D,What is the lowest value in the graph?,"[""17""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/596e4b56-e233-49ff-a3dd-f2376f7361fc250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=pzksRljEzPzDIzmj1U67nKWoW1k%3D,"After analysing the given graph, can you say Obama's overall job approval rate declined from 2009 to 2014?","[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/d83b905d-3531-41eb-8763-2658a63b11ea250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=ChPiy3cdC5EqJhWKhs7rDhYkIjc%3D,What is the leftmost value in the lower line as shown in the graph?,"[""31""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/77262655-d07d-4491-9a21-816b5ebb0d77250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=AUrcnvNfzo77plo%2F5%2FjENYTxTc0%3D,"In which time period, difference between approval and disapproval rate is 1%?","[""44240""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/3965f1b2-4dc7-4688-9477-0dc655b592f3250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=dlGa%2BRZKmUss0OF%2BrBYoPSnwQNQ%3D,What is the percentage of people who says it is important to control gun ownership in 2014?,"[""0.46""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/5ce4287b-9ad6-4f4e-abcf-02a12790fd38250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=r2jWEmdkHZsHRog9UQDKIZKBrRc%3D,In which year the gap is maximum between the people who says it is important to control gun ownership and those who says it is important to protect the rights americans to own guns?,"[""1999""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/27f24d3a-9432-4aa0-91f6-e9e8e24a85dd250801_135832.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=d5HuIPA4StW0mw6o2FGR5nfD55s%3D,What is the percentage of americans who thinks news organizations understands people like them?,"[""0.37""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b343ef81-5862-4240-bceb-713e5fbe4e2c250801_135833.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=53sr22XIOgEMszIIdfcgO38sErk%3D,How much more percent of americans who thinks news organizations don't understand people like them than those who thinks news organizations understands people like them?,"[""0.22""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ba451d41-f691-4978-8339-fadfeceed746250801_135833.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=qbU%2FdJtnniGgL6SxHAnbF80D3ew%3D,What's the percentage of favorable view of U.S. in 2014?,"[""19""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/38aa640b-bbce-404f-8c74-b0cee624b78a250801_135834.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=SgPOyfDtEpdmKUvPDjLlGZkfNUs%3D,Is the median of orange graph from 2002 to 2004 greater than the median of green graph from 2012 to 2014?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/c6fde543-2441-4cec-bbc4-dacd16575b9a250801_135834.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=HlLRTHdz6egPiwz73Fjxc40X8kg%3D,What's the value of Developing economies graph in 2014?,"[""25""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/1b88795f-c3c9-4093-9344-cb5f97145bc1250801_135834.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=an%2Fd6mnkWlJ3NUdMMSSDbfYGwnA%3D,Is the average of all the values in 2007 greater than average of all the values in 2014?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/fcd482ab-2a06-4e16-bddc-67b2e32a7e1d250801_135834.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=Oy1r%2BAizNjVw730DutiZysc1j44%3D,When does the percentage of people who prefer democracy reach the peak?,"[""2012""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/4add655c-e3f4-4f98-a452-459981bfaaa5250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=uhJ%2FYKg6NCyQDSSaSNkA8ZtAJNE%3D,Is the percentage of favoring democracy larger than the sum of other two attitudes in 2014?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a07f0be2-8504-4aeb-850c-e62e4a4f2ac6250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=DH%2BjiGEuzf3uK2Ur5j7aM0uZu1U%3D,What does green line indicates?,"[""Democratic form of gov't""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a2ec3c9a-6862-4c9b-b02a-239142c140af250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=LLCQsmZZLp1dDvwIcjy0soiAFG0%3D,Is the median of values on green line greater than the median of values on orange line?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/db718874-d13b-406b-9d32-bdd7d8da11e4250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=4o2o76PQ4Vxh%2BEUpg8mm5qS%2BrwY%3D,Is there only one colour used to present the given graph?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6d865875-9dee-43d1-bd82-c64eb52e41e8250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=JrMuji%2BW4ndkTpOriGUYUFSN6EM%3D,What is the ratio of change in the preference for Strong Economy from 2012 to 2014?,"[""0.2373""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/194b7044-c4fb-44c6-98ec-e761399b5cee250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=65K6nXBMSBGZ1QxX4eTJCPDyVrk%3D,"On the basis of graph, when the value of green line lowest?","[""2014""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/39c5647f-cfe7-4dec-a0ff-be2dc1df8c7f250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=uauAcZ6uEHNSWDW2nMYrx8s5Fw0%3D,Is there a major shift in the preference of stable government from 2012 to 2014?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/c8bc125c-e9f3-459f-946e-9e72c9d5d049250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=No0fnrmbriQ3e5CnPuMSiMVNvaw%3D,What does green line represents?,"[""Congress Party""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a3368b16-907c-4b97-a378-342d1d3c909d250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=Zn9IWw%2FGC221xmL5EivN4h6NrTo%3D,Which party has all time high favourability from 2012 to 2014?,"[""Ennahda""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a6f6e648-e905-4e44-9434-cae305cdd3b4250801_135835.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=FKuxBoQ%2BlfteLGG4WyjoYDHl9qo%3D,Which colour line has higher value than others from 2009 to 2014?,"[""orange""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b4f71bf5-7c37-430f-aea4-8ac607b4502c250801_135837.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=3v5ZtqSVtPzhcbyPVzezITdZHM0%3D,What is the median value of the green line?,"[""12""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6e5168f6-1d78-48c1-8d77-931d937e13aa250801_135837.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=j4oyXyU8shMXPqVG91STKtm7bqQ%3D,What is the highest value the brown segment represents?,"[""60.6""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/82acce9b-0693-43de-817e-0243e291cbf4250801_135838.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=M0o14WDNqWMrcCssSj0r0mXZvxA%3D,Is the value in 1980 more then 2010?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/2edbef1e-2712-4b9b-971b-9a8f30df8726250801_135838.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=Ud52UnTCqdbKg7hQtEd0YCOc0WA%3D,What does Grey segment represents?,"[""As important and powerful role as 10 years ago""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/e13bd6cf-6f79-408d-a30d-030b87f0aeef250801_135839.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=N1vSGTYm89%2B9AHYs8tBWS%2FQYew4%3D,Is the highest value in Less important and powerful role than 10 years ago more then the highest value in More important and powerful role than 10 years ago?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/40783efd-3e9e-4066-97bd-2118349cfaf0250801_135839.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=dVmaDXnxXoyFstaqzROHOx%2F5bFc%3D,What's the highest value of green color bar?,"[""71""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/11b95d73-df59-4174-a7a8-1353fcd51235250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=gTM%2B8ajQlbT9nIGcA4YX9goZrwg%3D,What's the total add up value of highest value and lowest value of orange line?,"[""122""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ed65b152-e7f7-46c8-a856-f2c397ac3ded250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=X9GILMbzFPc2ukHVWIZ9DDvAvbU%3D,What's the highest value of green color bar?,"[""57""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6ced7e42-c72f-4e3a-b790-8c53cc727350250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=bsLNrldAKlsclN%2FaG71y%2BV03s4g%3D,What's the total add up value of highest value and lowest value of orange line?,"[""131""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/d47bb666-f6cc-409f-89e9-301ee933f988250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=2Mp6W%2F5GMNaGXUzqUiUJEVJjnvw%3D,Bad and Good line crossed each other after which year?,"[""2007""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0c78ba3e-ddb2-4095-83af-b4f2a1407374250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=PN%2BfCgNvs3b98000CyZnX6yUTgg%3D,How many green data points exceed 40 value?,"[""3""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/3d5d6af8-c984-4997-9f26-b9fdd2d4a542250801_135840.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=2aMu%2FjdMMPtBbQVVyWU%2BPpBW8e8%3D,How many colored lines are there?,"[""3""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/4000e109-c6a9-4095-a62c-2b862ddc2e96250801_135841.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=67KMBjMbjfntvVjo9bUKFPxcH4s%3D,What's the ratio of highest orange data point and rightmost green data point?,"[""1.6667""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ec74bd05-3d14-48ed-9df2-1316c71b4851250801_135841.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=wr4c5%2FzO1vu1jUct6GnxY9KO34o%3D,What does orange colour represent in the graph?,"[""Taliban""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/23892420-9157-4146-9cdf-048c3b8c5b16250801_135842.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=%2FCDT9zPrTLeSK4CMsuBAZDz%2BerI%3D,What is the highest value in the al Qaeda?,"[""61""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/8541ee63-e169-4f39-878d-931e2e013a11250801_135842.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=KwYo4eYfg6ooJ5uRtvylZAoOOe0%3D,In which year orange data points peaked?,"[""2012""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/17394b4b-691a-4239-9652-dcaac14a7ec3250801_135842.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=yG%2FhyFkrxeaC4%2FpOJL53%2BFNMXDI%3D,What's the ratio of medians of green and orange data points from 2012 to 2014?,"[""0.15278""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/bcf969ed-7748-4161-838f-b754d2f28340250801_135843.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=TGtjgsQCSDf60H%2FxSCCjlqa9axc%3D,Is the value of green data points 36 in 2014?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/1c9c3f8a-09f8-4b7e-a08f-0766be563827250801_135843.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=VP3KRMr67qrKlv74%2F1H80PPBG%2Fc%3D,What's the median of all the green points below 40?,"[""36""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f799f6f2-91c3-460e-9ee3-fa6430d169a0250801_135843.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=TvV4CaNG7ZmPSvop0DU3aH6DOvM%3D,"79, 66, 68, 79, 76, 63, 69, 67, what value is missed?","[""78""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/1b673e74-5bb0-496f-ba07-7b0a4e6227cd250801_135843.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=V2z9oYqrgShXHHwY3TgauMbzwpE%3D,How many values in green line are equals to 30 or exceeds 30?,"[""4""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/5315eb06-8993-4b6c-887b-814ae2c5ef0c250801_135844.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=NirOmYrgJpPbHwkuz0PmJn6U7Dw%3D,What's the value of Satisfied graph in 2014?,"[""44""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/241a2aef-31f9-491e-8635-b4caff5d7a3a250801_135845.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=zU3p6tTK5NObhLf6qcoWjoYjLHk%3D,In which year the value of orange data point is smaller than green data point?,"[""2013""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/827248fd-da6f-4929-b67b-bbcd0d1aac13250801_135845.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=2oUSAewQyncw1Z0xZdO2SJlKatM%3D,What does the Green bar represent?,"[""Good""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b6db3fef-a816-4673-9b6f-cafbba050769250801_135845.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=Pfz%2BbhAwAuMyeMjMfRQzGzbftqQ%3D,What is the least value of Good economic situation in Turkey?,"[""14""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/e67de7bf-7aff-4ca4-8d2e-75ba262c5500250801_135845.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=872q3NjnK5EmooyycizleT74Eys%3D,What is the highest percentage that you think Islam plays a Large role in the political life of Turkey?,"[""69""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/fd606492-722e-4275-b067-6d333b6f9a24250801_135845.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=tfJsdCslP28reyHIl5nOB18LzZg%3D,What is the sum difference of value in Large and Small in the year 2002?,"[""2""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/06355e67-4bd8-44ce-9da1-bb610494de90250801_135846.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=gpj5Av7MFBKddXSXx3nTgRQFgkE%3D,What's the leftmost value of green graph?,"[""68""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/2c30a80e-1e8c-4414-9983-1e303135a6c1250801_135846.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=cc5uWK4Z70n8oQbofdWbJ7lt0ww%3D,Is the sum of first three value of orange graph greater than 50?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/c0a7d666-077f-4485-9cc0-8eda41cc6587250801_135846.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=g5TATFYylLqZKsiTpQwn9s6HW%2Bw%3D,What's the highest value of blue graph?,"[""68""]",0
